center_gene	jaccard	OC
ENSG00000065361	0.0	0.0
ENSG00000143224	0.2	1.0
ENSG00000116001	0.0	0.0
ENSG00000154485	0.0	0.0
ENSG00000140521	0.0	0.0
ENSG00000049768	0.0	0.0
ENSG00000187535	0.575757575758	0.95
ENSG00000141646	0.23786407767	0.98
ENSG00000151498	0.368421052632	0.736842105263
ENSG00000112592	0.0	0.0
ENSG00000242866	0.133333333333	1.0
ENSG00000151552	0.0666666666667	0.5
ENSG00000177807	1.0	1.0
ENSG00000173757	0.0	0.0
ENSG00000109667	1.0	1.0
ENSG00000105568	0.121546961326	0.275
ENSG00000164736	0.262195121951	0.914893617021
ENSG00000162769	0.08	0.8
ENSG00000136944	0.363636363636	0.888888888889
ENSG00000077092	0.231481481481	0.925925925926
ENSG00000111669	0.0	0.0
ENSG00000111846	0.0384615384615	1.0
ENSG00000070610	0.0	0.0
ENSG00000137693	0.0560747663551	1.0
ENSG00000184344	0.30303030303	0.909090909091
ENSG00000188517	0.0	0.0
ENSG00000122025	0.0677966101695	1.0
ENSG00000165091	0.285714285714	1.0
ENSG00000156709	0.0	0.0
ENSG00000121454	0.0909090909091	1.0
ENSG00000127616	0.107692307692	1.0
ENSG00000116171	0.339869281046	0.712328767123
ENSG00000105664	0.0	0.0
ENSG00000164509	0.00662251655629	0.0392156862745
ENSG00000076003	0.0579710144928	0.444444444444
ENSG00000167207	0.0	0.0
ENSG00000213689	0.0	0.0
ENSG00000119655	0.134328358209	0.9
ENSG00000012061	0.0	0.0
ENSG00000133835	0.307692307692	0.615384615385
ENSG00000185245	0.308641975309	0.833333333333
ENSG00000083799	0.0813953488372	0.388888888889
ENSG00000133937	0.454545454545	0.909090909091
ENSG00000111262	0.555555555556	1.0
ENSG00000181722	0.0	0.0
ENSG00000110911	0.375	1.0
ENSG00000269335	0.133928571429	0.9375
ENSG00000142405	0.0	0.0
ENSG00000163877	0.0	0.0
ENSG00000108821	0.0169491525424	0.5
ENSG00000166828	0.833333333333	0.909090909091
ENSG00000146648	0.02	1.0
ENSG00000165731	0.0	0.0
ENSG00000138675	0.0	0.0
ENSG00000133116	0.340909090909	0.833333333333
ENSG00000107859	0.451612903226	0.875
ENSG00000197208	0.512195121951	0.75
ENSG00000130037	0.777777777778	1.0
ENSG00000167468	0.0	0.0
ENSG00000128928	0.368421052632	0.736842105263
ENSG00000162992	0.15	0.8
ENSG00000144061	0.857142857143	1.0
ENSG00000151729	0.0	0.0
ENSG00000014216	0.382978723404	1.0
ENSG00000066926	0.075	1.0
ENSG00000141506	0.0645161290323	1.0
ENSG00000107796	0.275862068966	0.75
ENSG00000170381	0.0909090909091	0.833333333333
ENSG00000166189	0.210526315789	0.4
ENSG00000142319	0.107142857143	1.0
ENSG00000159921	0.0	0.0
ENSG00000100888	0.0	0.0
ENSG00000135111	0.281045751634	0.914893617021
ENSG00000189067	0.0	0.0
ENSG00000123473	0.466666666667	1.0
ENSG00000178919	0.0281690140845	1.0
ENSG00000140968	0.0805369127517	0.210526315789
ENSG00000157796	0.462962962963	0.961538461538
ENSG00000125618	0.25	0.973684210526
ENSG00000072571	0.0	0.0
ENSG00000049239	0.0	0.0
ENSG00000169884	0.235294117647	0.909090909091
ENSG00000165704	0.75	1.0
ENSG00000139318	0.617021276596	1.0
ENSG00000163501	0.21186440678	0.403225806452
ENSG00000166603	0.0	0.0
ENSG00000185010	0.0	0.0
ENSG00000134460	0.0	0.0
ENSG00000186472	0.0	0.0
ENSG00000103449	0.467391304348	0.914893617021
ENSG00000186575	0.235849056604	0.531914893617
ENSG00000160224	0.170731707317	0.875
ENSG00000106633	0.0	0.0
ENSG00000169297	0.0921052631579	1.0
ENSG00000174405	0.0	0.0
ENSG00000092067	0.190476190476	0.372093023256
ENSG00000173406	0.136363636364	0.666666666667
ENSG00000069431	1.0	1.0
ENSG00000173402	0.0962962962963	1.0
ENSG00000083720	0.1	1.0
ENSG00000164588	0.0	0.0
ENSG00000169946	0.0655737704918	0.666666666667
ENSG00000149257	0.0	0.0
ENSG00000178726	0.016	1.0
ENSG00000111319	0.909090909091	1.0
ENSG00000135341	0.0	0.0
ENSG00000108255	0.0	0.0
ENSG00000068724	0.05	0.666666666667
ENSG00000101400	1.0	1.0
ENSG00000197859	0.166666666667	0.571428571429
ENSG00000116132	0.388888888889	0.965517241379
ENSG00000038945	0.297297297297	0.702127659574
ENSG00000157542	1.0	1.0
ENSG00000186716	0.0	0.0
ENSG00000093010	0.0	0.0
ENSG00000077150	0.5	0.833333333333
ENSG00000104320	0.0	0.0
ENSG00000122859	0.138888888889	0.714285714286
ENSG00000167244	0.0	0.0
ENSG00000159128	0.30612244898	0.9375
ENSG00000081087	0.0555555555556	0.5
ENSG00000113569	1.0	1.0
ENSG00000130675	0.510638297872	0.888888888889
ENSG00000159197	0.533333333333	1.0
ENSG00000156113	1.0	1.0
ENSG00000130226	0.75	1.0
ENSG00000104738	0.0571428571429	0.444444444444
ENSG00000178537	0.529411764706	0.734693877551
ENSG00000100697	0.0	0.0
ENSG00000197535	0.272727272727	1.0
ENSG00000165168	0.0	0.0
ENSG00000188467	0.5	1.0
ENSG00000147416	1.0	1.0
ENSG00000100596	0.0	0.0
ENSG00000126778	0.272222222222	0.924528301887
ENSG00000110195	0.0333333333333	0.4
ENSG00000186153	0.125	0.289473684211
ENSG00000197496	0.5	1.0
ENSG00000120693	0.0298507462687	0.666666666667
ENSG00000136352	0.367521367521	0.977272727273
ENSG00000105711	0.818181818182	1.0
ENSG00000171759	0.3	0.6
ENSG00000121742	0.0	0.0
ENSG00000131979	0.0882352941176	1.0
ENSG00000182578	0.0	0.0
ENSG00000177666	0.0877192982456	0.833333333333
ENSG00000125384	0.0	0.0
ENSG00000187486	0.533333333333	1.0
ENSG00000135925	0.333333333333	0.941176470588
ENSG00000149177	0.233333333333	0.7
ENSG00000162733	0.0384615384615	0.142857142857
ENSG00000174705	0.0	0.0
ENSG00000161533	0.31746031746	0.606060606061
ENSG00000053918	0.318181818182	1.0
ENSG00000162736	0.0	0.0
ENSG00000066279	0.471698113208	0.961538461538
ENSG00000115415	0.0933852140078	1.0
ENSG00000165060	0.0483870967742	1.0
ENSG00000090020	0.19696969697	1.0
ENSG00000018625	0.684210526316	1.0
ENSG00000169919	0.0	0.0
ENSG00000075891	0.235714285714	0.868421052632
ENSG00000107779	0.252577319588	0.98
ENSG00000104812	0.352941176471	1.0
ENSG00000148356	0.0	0.0
ENSG00000179915	0.0	0.0
ENSG00000111732	0.0	0.0
ENSG00000160183	0.916666666667	1.0
ENSG00000134250	0.354838709677	1.0
ENSG00000157765	0.0	0.0
ENSG00000118046	0.0	0.0
ENSG00000103249	0.0	0.0
ENSG00000183873	1.0	1.0
ENSG00000118762	0.0638977635783	1.0
ENSG00000072840	0.0	0.0
